,Quantidade,Tipo de ingresso,Status do participante,Como você se define,"Se outro, qual?",Como você se identifica?,"Se outro, qual?.1","Faz parte da população T (pessoa transgênera, travesti)?",Orientação sexual:,"Se outro, qual?.2",Pessoa com necessidades específicas?,"Se sim, qual?",Em qual UF você reside?,Em qual país você reside?,De quais edições da Python Brasil você já participou?,Você já participou de algum outro evento Python?,Você participou de outros eventos online durante a pandemia de covid-19?,Há quanto tempo você programa em Python?,Como você classificaria seu nível de conhecimento em Python?,Você é estudante?,Você trabalha com Python?,"Você pretende submeter alguma atividades (palestra, tutorial) para a Python Brasil?","Você faz parte de alguma comunidade local? (grupy, PUG, PyLadies, AfroPython)","Se sim, qual?.1","A Python Brasil possui um Código de Conduta (https://python.org.br/cdc) para assegurar que todas as pessoas se sintam confortáveis e seguras em seus ambientes. Para participar do evento, é necessário que você esteja ciente e respeite essas orientações."
5391,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Lésbica,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5392,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Não sei programar,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5393,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,MG,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5394,1.0,Lote Adicional,Participando,Prefiro não responder,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, ensino técnico","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5395,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de cinco anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5396,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Iniciante,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5397,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5398,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5399,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,GO,,É a minha primeira vez no evento!,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de cinco anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5400,1.0,Lote Adicional,Participando,Uma pessoa negra,,Mulher,,Não,Hétero,,Não,,GO,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5401,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de cinco anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5402,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,MT,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,"Não programo em Python, mas sei programar em outras linguagens",Nulo :D,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5403,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de três anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5404,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5405,1.0,Lote Adicional,Participando,Uma pessoa negra,,Prefiro não responder,,Não,Gay,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5406,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5407,1.0,Lote Adicional,Participando,Prefiro não responder,,Homem,,Prefiro não responder,Prefiro não responder,,Não,,DF,,Edições anteriores à Python Brasil [10],"Sim, eventos locais",Não,Há mais de cinco anos,Intermediário,Não,Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5408,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo",Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5409,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de três anos,Avançado,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5410,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SC,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5411,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SC,,É a minha primeira vez no evento!,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5412,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SC,,É a minha primeira vez no evento!,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de três anos,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5413,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Gay,,Não,,SC,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5414,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,Não moro no Brasil,Irlanda,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Não sei programar,Nulo :D,Não,Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5415,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,AM,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5416,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5417,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Prefiro não responder,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Comecei no último ano,Iniciante,"Sim, ensino fundamental ou médio","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5418,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5419,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,CE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo",Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5420,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Lésbica,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Não sei programar,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5421,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de três anos,Intermediário,Não,Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5422,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5423,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,MG,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,Não,Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5424,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,CE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5425,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SC,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Avançado,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5426,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de três anos,Intermediário,Não,Sim,Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5427,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,Python Brasil 2019 - Ribeirão Preto - SP,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Comecei no último ano,Iniciante,Não,"Não, mas pretendo",Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5428,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,Não,"Não, mas pretendo",Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5429,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5430,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RS,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de dez anos,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5431,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Bisexual,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5432,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo",Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5433,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Prefiro não responder,,Não,,DF,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5434,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5435,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RS,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5436,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Não sei programar,Iniciante,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5437,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Bisexual,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de um ano,Iniciante,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5438,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Bisexual,,Não,,PI,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de três anos,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Sim,PUG Parnaiba,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5439,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5440,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Bisexual,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de um ano,Iniciante,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5441,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,MG,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5442,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Intermediário,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5443,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Prefiro não responder,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de três anos,Intermediário,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5444,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5445,1.0,Lote Adicional,Participando,Uma pessoa negra,,Mulher,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5446,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RN,,Python Brasil [14] - 2018 - Natal - RN,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Não,Há mais de três anos,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5447,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo",Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5448,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RJ,,Python Brasil [14] - 2018 - Natal - RN | Edições anteriores à Python Brasil [10],"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Não,Há mais de cinco anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5449,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,RN,,Python Brasil [14] - 2018 - Natal - RN,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de três anos,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo",Com certeza!,Sim,PyLadies Natal,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5450,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de cinco anos,Avançado,Não,Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5451,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5452,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SC,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5453,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5454,1.0,Lote Adicional,Participando,Prefiro não responder,,Prefiro não responder,,Prefiro não responder,Prefiro não responder,,Prefiro não responder,,PR,,É a minha primeira vez no evento!,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de três anos,Avançado,"Sim, pós-graduação ou especialização",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Sim,Python Sul,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5455,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Bisexual,,Não,,SC,,É a minha primeira vez no evento!,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de três anos,Intermediário,Não,"Não, mas pretendo","Não, vou apenas para participar",Sim,grupy blumenau,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5456,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,DF,,É a minha primeira vez no evento!,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5457,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Sim,física e sensorial.,DF,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Não sei programar,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo",Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5458,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Nulo :D,"Sim, graduação ou tecnólogo",Não,Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5459,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RJ,,Edições anteriores à Python Brasil [10],"Sim, eventos locais",Sim,Há mais de cinco anos,Avançado,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5460,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5461,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de cinco anos,Iniciante,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5462,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Prefiro não responder,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5463,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,MA,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Não sei programar,Nulo :D,"Sim, graduação ou tecnólogo","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Sim,PUG-MA,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5464,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,DF,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5465,1.0,Lote Adicional,Participando,Uma pessoa negra,,Mulher,,Não,Bisexual,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
